X1,ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,PRIMARY_RD,SECONDARY_RD,DIRECTION,INTERSECTION,STATE_ROUTE,LOCATION_TYPE,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PRIMARY_COLL_FACTOR,PCF_VIOL_CATEGORY,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_COND_1,LIGHTING,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,ALCOHOL_INVOLVED,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,CITY,lon,lat,geometry,city_new
91,2013,1/30/13,2013-01-30T15:18:00Z,Wednesday,ALISAL,SALINAS ST,NA,Y,NA,NA,4,0,1,A,9,A,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6560129,36.673525,"c(-121.6560129, 36.673525)",Salinas
92,2013,2/11/13,2013-02-11T18:33:00Z,Monday,OAK AV,7TH ST,W,N,NA,NA,3,0,1,A,5,A,E,A,H,C,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,GREENFIELD,-121.2416819,36.3218407,"c(-121.2416819, 36.3218407)",Greenfield
93,2013,3/12/13,2013-03-12T04:55:00Z,Tuesday,101,MESSICK RD S,S,N,101,H,3,0,1,A,8,E,I,A,D,D,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6600285,36.8015341,"c(-121.6600285, 36.8015341)",Other Unincorporated
94,2013,3/8/13,2013-03-08T15:00:00Z,Friday,SAN MIGUEL CANYON RD,LEWIS RD,N,N,NA,NA,3,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,ROYAL OAKS,-121.685372,36.879662,"c(-121.685372, 36.879662)",Royal Oake
95,2013,3/18/13,2013-03-18T22:26:00Z,Monday,101,AIRPORT BL,S,N,101,H,4,0,1,A,8,E,I,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6150951,36.6480526,"c(-121.6150951, 36.6480526)",Other Unincorporated
96,2013,3/17/13,2013-03-17T13:50:00Z,Sunday,VIEJO RD,AGUAJITO RD,W,N,NA,NA,3,0,1,A,5,A,C,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,CARMEL,-121.8921275,36.5740683,"c(-121.8921275, 36.5740683)",Other Unincorporated
97,2013,3/17/13,2013-03-17T14:20:00Z,Sunday,CARMEL VALLEY RD,PILOT RD,W,N,NA,NA,3,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,1,1,0,0,0,0,0,0,CARMEL VALLEY,-121.7359438,36.4809532,"c(-121.7359438, 36.4809532)",Carmel Valley
98,2013,3/7/13,2013-03-07T21:09:00Z,Thursday,EAST LAUREL DR,NORTH MAIN ST,E,N,NA,NA,2,0,1,A,11,G,B,D,H,C,Y,N,N,N,N,1,0,0,0,1,0,0,0,0,SALINAS,-121.651656,36.6992747,"c(-121.651656, 36.6992747)",Salinas
99,2013,3/8/13,2013-03-08T00:31:00Z,Friday,EAST BORONDA RD,INDEPENDENCE BL,NA,Y,NA,NA,3,0,1,A,1,E,I,A,H,C,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,SALINAS,-121.6167129,36.714925,"c(-121.6167129, 36.714925)",Salinas
100,2013,3/7/13,2013-03-07T11:07:00Z,Thursday,MODOC AV,GLACIER DR,N,N,NA,NA,3,0,1,A,17,H,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SALINAS,-121.63632870000001,36.704195,"c(-121.6363287, 36.704195)",Salinas
101,2013,1/24/13,2013-01-24T12:15:00Z,Thursday,183,RICO ST,NA,Y,183,I,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CASTROVILLE,-121.7566446,36.7646757,"c(-121.7566446, 36.7646757)",Castroville
102,2013,2/22/13,2013-02-22T12:40:00Z,Friday,DEL MONTE BL,RESERVATION RD,S,N,NA,NA,2,0,1,A,7,C,C,A,H,A,N,N,N,N,N,1,0,0,0,0,0,0,0,0,MARINA,-121.8001908,36.6871997,"c(-121.8001908, 36.6871997)",Marina
103,2013,2/21/13,2013-02-21T13:55:00Z,Thursday,PACIFIC,VIA ARBOLES,N,N,NA,NA,4,0,1,A,8,H,A,A,H,A,N,Y,N,N,N,0,0,1,0,0,0,1,0,0,MONTEREY,-121.9012747,36.5864425,"c(-121.9012747, 36.5864425)",Monterey
104,2013,1/14/13,2013-01-14T14:00:00Z,Monday,PLAYA AV,METZ,E,N,NA,NA,4,0,1,A,9,H,G,A,H,A,N,Y,N,N,N,0,0,1,0,0,0,1,0,0,SAND CITY,-121.8452016,36.6198029,"c(-121.8452016, 36.6198029)",Sand City
105,2013,1/6/13,2013-01-06T00:50:00Z,Sunday,BORANDA RD,CONSTITUTION BL,NA,Y,NA,NA,4,0,1,A,8,A,I,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6034329,36.704445,"c(-121.6034329, 36.704445)",Salinas
106,2013,1/31/13,2013-01-31T09:27:00Z,Thursday,LERWICK,AIRPORT,E,N,NA,NA,3,0,1,A,8,B,E,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,MONTEREY,-121.8570174,36.5947522,"c(-121.8570174, 36.5947522)",Monterey
107,2013,1/19/13,2013-01-19T22:30:00Z,Saturday,CACHAGUA RD,CARMEL VALLEY RD,S,N,NA,NA,4,0,1,A,8,E,I,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CARMEL VALLEY,-121.5817225,36.3947646,"c(-121.5817225, 36.3947646)",Carmel Valley
108,2013,1/8/13,2013-01-08T15:20:00Z,Tuesday,183,ESPINOSA RD,S,N,183,H,3,0,2,A,5,D,D,A,H,A,N,N,N,N,N,0,1,1,0,0,0,0,0,0,SALINAS,-121.7389237,36.7407381,"c(-121.7389237, 36.7407381)",Other Unincorporated
109,2013,1/17/13,2013-01-17T13:40:00Z,Thursday,68,SAN BENANCIO CYN RD,E,N,68,H,4,0,3,A,3,C,C,A,H,A,N,N,N,N,N,0,0,3,0,0,0,0,0,0,SALINAS,-121.717736,36.5814641,"c(-121.717736, 36.5814641)",Other Unincorporated
110,2013,1/21/13,2013-01-21T10:10:00Z,Monday,1,FREMONT BL,N,N,1,H,3,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SAND CITY,-121.8464817,36.6207522,"c(-121.8464817, 36.6207522)",Sand City
111,2013,1/14/13,2013-01-14T09:20:00Z,Monday,1,AGUAJITO RD,S,N,1,H,4,0,2,A,7,B,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,MONTEREY,-121.8822018,36.5876285,"c(-121.8822018, 36.5876285)",Monterey
112,2013,1/22/13,2013-01-22T18:30:00Z,Tuesday,SAN BENANCIO RD,COVEY LN,S,N,NA,NA,4,0,1,A,3,E,I,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6677787,36.5489015,"c(-121.6677787, 36.5489015)",Other Unincorporated
113,2013,2/19/13,2013-02-19T04:49:00Z,Tuesday,101,SPENCE RD,S,N,101,H,2,0,1,A,1,F,A,A,H,A,N,N,N,N,Y,1,0,0,0,0,0,0,0,0,SALINAS,-121.5849702,36.6256466,"c(-121.5849702, 36.6256466)",Other Unincorporated
114,2013,2/13/13,2013-02-13T13:20:00Z,Wednesday,FREMONT,VIA MIRADA,E,N,NA,NA,4,0,2,A,8,A,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,MONTEREY,-121.887164,36.5946649,"c(-121.887164, 36.5946649)",Monterey
115,2013,2/28/13,2013-02-28T07:40:00Z,Thursday,W FRANKLIN,ALVARADO,NA,Y,NA,NA,4,0,1,A,8,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8943229,36.599945,"c(-121.8943229, 36.599945)",Monterey
116,2013,3/14/13,2013-03-14T07:49:00Z,Thursday,CRESCENT AV,CARMEL AV,N,N,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MARINA,-121.7937227,36.6812631,"c(-121.7937227, 36.6812631)",Marina
117,2013,2/11/13,2013-02-11T15:40:00Z,Monday,198,PRIEST VALLEY RD,E,N,198,H,2,0,2,A,8,E,I,A,H,A,N,N,N,N,N,1,1,0,0,0,0,0,0,0,KING CITY,-120.6716605,36.1726271,"c(-120.6716605, 36.1726271)",Other Unincorporated
118,2013,2/12/13,2013-02-12T12:35:00Z,Tuesday,1,ANDREW MOLERA SP ENT,S,N,1,H,2,0,1,A,8,E,I,A,H,A,N,N,N,N,N,1,0,0,0,0,0,0,0,0,CARMEL,-121.8427951,36.2877653,"c(-121.8427951, 36.2877653)",Other Unincorporated
119,2013,2/11/13,2013-02-11T16:25:00Z,Monday,PRES,POMBER ST,NA,Y,NA,NA,3,0,1,A,9,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,CASTROVILLE,-121.7566329,36.767395,"c(-121.7566329, 36.767395)",Castroville
120,2013,2/9/13,2013-02-09T11:22:00Z,Saturday,1,LIGHT FIGHTER DR,S,N,1,H,4,0,2,A,4,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SEASIDE,-121.8291704,36.6375113,"c(-121.8291704, 36.6375113)",Seaside
121,2013,2/16/13,2013-02-16T10:02:00Z,Saturday,1,DEL MONTE,S,N,1,H,3,0,1,A,8,F,A,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,MONTEREY,-121.860969,36.6047421,"c(-121.860969, 36.6047421)",Monterey
122,2013,2/16/13,2013-02-16T16:15:00Z,Saturday,ESPINOSA RD,RODGERS RD,W,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,Y,N,N,0,0,1,0,0,0,0,0,1,SALINAS,-121.6954694,36.7458873,"c(-121.6954694, 36.7458873)",Other Unincorporated
123,2013,3/10/13,2013-03-10T00:38:00Z,Sunday,MCKINNON,E ALVIN,NA,Y,NA,NA,4,0,1,A,12,D,C,A,H,C,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6459528,36.7071749,"c(-121.6459528, 36.7071749)",Salinas
124,2013,3/6/13,2013-03-06T13:25:00Z,Wednesday,BORANDA RD,NORTH MAIN ST,W,N,NA,NA,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6567357,36.7215546,"c(-121.6567357, 36.7215546)",Salinas
125,2013,3/6/13,2013-03-06T08:00:00Z,Wednesday,1,SOLEDAD DR,S,N,1,R,4,0,1,A,8,F,A,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.906313,36.5787349,"c(-121.906313, 36.5787349)",Monterey
126,2013,3/2/13,2013-03-02T22:18:00Z,Saturday,CARPENTERIA RD,SAN JUAN RD,NA,Y,NA,NA,3,0,1,A,1,E,I,A,H,D,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,ROYAL OAKS,-121.6539929,36.860365,"c(-121.6539929, 36.860365)",Royal Oake
127,2013,2/4/13,2013-02-04T20:57:00Z,Monday,EAST ALISAL ST,WILLIAMS RD,E,N,NA,NA,4,0,2,A,1,C,C,A,H,C,N,N,N,N,Y,0,0,2,0,0,0,0,0,0,SALINAS,-121.6200048,36.6720849,"c(-121.6200048, 36.6720849)",Salinas
128,2013,2/28/13,2013-02-28T14:45:00Z,Thursday,RESERVATION RD,IMJIN PKWY,E,N,NA,NA,3,0,1,A,17,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,MARINA,-121.7665737,36.6714109,"c(-121.7665737, 36.6714109)",Marina
129,2013,2/21/13,2013-02-21T17:53:00Z,Thursday,5TH ST,HEROLD PKY,NA,Y,NA,NA,3,0,1,A,NA,G,B,B,NA,A,Y,N,N,N,Y,0,1,0,0,1,0,0,0,0,GONZALES,-121.4349329,36.515115,"c(-121.4349329, 36.515115)",Gonzales
130,2013,2/11/13,2013-02-11T16:16:00Z,Monday,FOREST AV,SINEX AV,S,N,NA,NA,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,PACIFIC GROVE,-121.9203744,36.615029,"c(-121.9203744, 36.615029)",Pacific Grove
131,2013,1/17/13,2013-01-17T17:31:00Z,Thursday,12TH ST,WALNUT AV,NA,N,NA,NA,3,0,1,C,18,G,B,F,H,B,Y,N,N,N,Y,0,1,0,0,1,0,0,0,0,GREENFIELD,-121.2558828,36.322695,"c(-121.2558828, 36.322695)",Greenfield
132,2013,1/28/13,2013-01-28T08:24:00Z,Monday,CONSTITUTION BL,MASSACHUSSETTS DR,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6082229,36.702705,"c(-121.6082229, 36.702705)",Salinas
133,2013,1/14/13,2013-01-14T17:40:00Z,Monday,101,PESANTE RD,NA,Y,101,I,4,0,2,A,14,D,C,A,H,D,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6691351,36.7737362,"c(-121.6691351, 36.7737362)",Other Unincorporated
134,2013,1/9/13,2013-01-09T09:35:00Z,Wednesday,1,POINT LOBOS,S,N,1,H,3,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,CARMEL,-121.9376466,36.514225,"c(-121.9376466, 36.514225)",Other Unincorporated
135,2013,1/6/13,2013-01-06T15:40:00Z,Sunday,1,BIG SUR INN-DEETJENS,S,N,1,H,3,0,2,A,8,E,I,A,H,A,N,N,N,N,N,0,2,0,0,0,0,0,0,0,BIG SUR,-121.788372,36.2562102,"c(-121.788372, 36.2562102)",Big Sur
136,2013,1/9/13,2013-01-09T17:03:00Z,Wednesday,SAN MIGUEL CANYON RD,PRUNEDALE NORTH RD,NA,Y,NA,NA,3,0,1,A,10,G,B,B,H,A,Y,N,N,N,N,0,1,0,0,1,0,0,0,0,SALINAS,-121.6657729,36.801505,"c(-121.6657729, 36.801505)",Other Unincorporated
137,2013,1/7/13,2013-01-07T17:04:00Z,Monday,101,PRUNEDALE SOUTH RD,S,N,101,H,4,0,1,A,8,F,A,A,D,A,N,N,Y,N,N,0,0,1,0,0,0,0,0,1,SALINAS,-121.6680485,36.7870419,"c(-121.6680485, 36.7870419)",Other Unincorporated
138,2013,1/9/13,2013-01-09T16:50:00Z,Wednesday,1,FREMONT BL,S,N,1,H,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SAND CITY,-121.848067,36.6185173,"c(-121.848067, 36.6185173)",Sand City
139,2013,1/13/13,2013-01-13T14:51:00Z,Sunday,ALLISON RD,SAN JUAN RD,S,N,NA,NA,3,0,1,A,1,E,I,A,H,A,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,PAJARO,-121.7359837,36.9020129,"c(-121.7359837, 36.9020129)",Pajaro
140,2013,1/11/13,2013-01-11T21:40:00Z,Friday,101,MAIN ST,N,N,101,H,3,0,2,A,3,C,C,A,H,D,N,N,N,N,N,0,2,0,0,0,0,0,0,0,CHUALAR,-121.5239815,36.5750058,"c(-121.5239815, 36.5750058)",Chualar
141,2013,1/11/13,2013-01-11T14:40:00Z,Friday,DAVID,PINE,NA,Y,NA,NA,3,0,1,A,12,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,MONTEREY,-121.909603,36.6143649,"c(-121.909603, 36.6143649)",Monterey
142,2013,1/17/13,2013-01-17T13:40:00Z,Thursday,NORTH MAIN ST,HARDEN PKWY,S,N,NA,NA,4,0,2,A,7,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6547088,36.7129502,"c(-121.6547088, 36.7129502)",Salinas
143,2013,1/18/13,2013-01-18T15:59:00Z,Friday,TIOGA AV,CALIFORNIA AV,NA,Y,NA,NA,4,0,1,A,12,H,G,A,H,A,N,Y,N,N,N,0,0,1,0,0,0,1,0,0,SAND CITY,-121.8449729,36.616165,"c(-121.8449729, 36.616165)",Sand City
144,2013,1/12/13,2013-01-12T02:53:00Z,Saturday,JOLON RD,NEW PLEYTO RD,S,N,NA,NA,4,0,1,A,1,E,I,A,H,D,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,BRADLEY,-120.9879333,35.9057925,"c(-120.9879333, 35.9057925)",Bradley
145,2013,1/24/13,2013-01-24T08:15:00Z,Thursday,101,LOS COCHES RD,N,N,101,H,2,0,1,A,8,E,I,A,H,A,N,N,N,N,N,1,0,0,0,0,0,0,0,0,SOLEDAD,-121.2850247,36.3698902,"c(-121.2850247, 36.3698902)",Other Unincorporated
146,2013,2/19/13,2013-02-19T07:45:00Z,Tuesday,1,FREMONT BL,N,N,1,H,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SEASIDE,-121.8374632,36.6293003,"c(-121.8374632, 36.6293003)",Seaside
147,2013,2/14/13,2013-02-14T14:18:00Z,Thursday,HALL RD,WILLOW RD,W,N,NA,NA,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,ROYAL OAKS,-121.73668,36.8659156,"c(-121.73668, 36.8659156)",Royal Oake
148,2013,2/24/13,2013-02-24T13:29:00Z,Sunday,1,LIGHTFIGHTER DR,S,N,1,H,3,0,1,C,18,E,J,A,C,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SEASIDE,-121.8231111,36.6417397,"c(-121.8231111, 36.6417397)",Seaside
149,2013,2/6/13,2013-02-06T13:30:00Z,Wednesday,SOUTH MAIN ST,CLAY,NA,Y,NA,NA,4,0,1,A,5,D,G,A,H,A,N,Y,N,N,N,0,0,1,0,0,0,1,0,0,SALINAS,-121.655073,36.6701549,"c(-121.655073, 36.6701549)",Salinas
150,2013,2/16/13,2013-02-16T14:25:00Z,Saturday,1,OCEAN AV,N,N,1,H,4,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,CARMEL,-121.9112828,36.556729,"c(-121.9112828, 36.556729)",Other Unincorporated
151,2013,2/24/13,2013-02-24T07:30:00Z,Sunday,EAST LAUREL DR,GRANADA AV,NA,Y,NA,NA,2,0,2,A,10,G,B,B,H,A,Y,N,N,N,N,2,0,0,0,2,0,0,0,0,SALINAS,-121.640513,36.696715,"c(-121.640513, 36.696715)",Salinas
152,2013,2/16/13,2013-02-16T18:52:00Z,Saturday,183,ESPINOSA RD,N,N,183,H,2,0,7,A,5,A,C,A,H,D,N,N,N,N,N,3,2,2,0,0,0,0,0,0,SALINAS,-121.7402285,36.7449606,"c(-121.7402285, 36.7449606)",Other Unincorporated
153,2013,2/16/13,2013-02-16T16:28:00Z,Saturday,SALINAS ST,WEST SAN LUIS ST,NA,Y,NA,NA,4,0,3,A,12,D,C,A,H,B,N,N,N,N,N,0,0,3,0,0,0,0,0,0,SALINAS,-121.6556529,36.6717349,"c(-121.6556529, 36.6717349)",Salinas
154,2013,2/12/13,2013-02-12T12:35:00Z,Tuesday,ELKHORN RD,SALINAS RD,S,N,NA,NA,4,0,1,A,5,A,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,ROYAL OAKS,-121.7467816,36.882033,"c(-121.7467816, 36.882033)",Royal Oake
155,2013,2/11/13,2013-02-11T15:10:00Z,Monday,68,KATHERINE,N,N,NA,NA,4,0,2,A,3,C,C,A,H,A,N,N,N,N,N,0,0,2,0,0,0,0,0,0,SALINAS,-121.6579994,36.6618366,"c(-121.6579994, 36.6618366)",Salinas
156,2013,2/15/13,2013-02-15T14:55:00Z,Friday,101,SANBORN RD,S,N,101,H,4,0,1,A,7,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6275431,36.6662835,"c(-121.6275431, 36.6662835)",Salinas
157,2013,2/13/13,2013-02-13T12:42:00Z,Wednesday,SALINAS,SAN LUIS ST,NA,Y,NA,NA,3,0,5,A,12,D,C,A,H,A,N,N,N,N,N,0,1,4,0,0,0,0,0,0,SALINAS,-121.6556529,36.6717349,"c(-121.6556529, 36.6717349)",Salinas
158,2013,2/8/13,2013-02-08T14:10:00Z,Friday,NA,EAST MARKET ST,NA,Y,NA,NA,4,0,1,A,12,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6217528,36.6766449,"c(-121.6217528, 36.6766449)",Salinas
159,2013,2/12/13,2013-02-12T12:36:00Z,Tuesday,HEBBRON AV,JEFFERSON ST,NA,Y,NA,NA,3,0,1,A,9,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SALINAS,-121.6319929,36.675515,"c(-121.6319929, 36.675515)",Salinas
160,2013,2/11/13,2013-02-11T07:57:00Z,Monday,ABBOTT ST,SPICER ST,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.6445729,36.666065,"c(-121.6445729, 36.666065)",Salinas
161,2013,2/3/13,2013-02-03T22:27:00Z,Sunday,SOUTH MAIN ST,JOHN ST,NA,Y,NA,NA,4,0,1,A,10,G,B,B,H,A,Y,N,N,N,N,0,0,1,0,1,0,0,0,0,SALINAS,-121.6547629,36.670975,"c(-121.6547629, 36.670975)",Salinas
162,2013,2/15/13,2013-02-15T08:00:00Z,Friday,EAGLE DR,BISON WY,NA,Y,NA,NA,4,0,1,A,9,D,G,A,H,A,N,Y,N,N,N,0,0,1,0,0,0,1,0,0,SALINAS,-121.5997229,36.692045,"c(-121.5997229, 36.692045)",Salinas
163,2013,2/13/13,2013-02-13T15:39:00Z,Wednesday,SALINAS ST,W ALISAL,S,N,NA,NA,3,0,1,A,10,G,B,B,H,A,Y,N,N,N,N,0,1,0,0,1,0,0,0,0,SALINAS,-121.656011,36.6735168,"c(-121.656011, 36.6735168)",Salinas
164,2013,1/9/13,2013-01-09T16:57:00Z,Wednesday,DEL MONTE,SLOAT,NA,Y,NA,NA,4,0,1,A,9,D,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8788829,36.599795,"c(-121.8788829, 36.599795)",Monterey
165,2013,1/1/13,2013-01-01T15:08:00Z,Tuesday,101,HARDEN FARMS RD,S,N,101,H,4,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,GREENFIELD,-121.2909832,36.375424,"c(-121.2909832, 36.375424)",Other Unincorporated
166,2013,1/25/13,2013-01-25T13:13:00Z,Friday,1,MONTE RD,NA,Y,1,R,3,0,2,A,9,A,C,A,H,A,N,N,N,N,N,0,1,1,0,0,0,0,0,0,MONTEREY,-121.862103,36.601554899999996,"c(-121.862103, 36.6015549)",Monterey
167,2013,1/21/13,2013-01-21T14:35:00Z,Monday,DAVIS RD,FOSTER RD,S,N,NA,NA,3,0,2,A,8,E,I,A,H,A,N,N,N,N,Y,0,2,0,0,0,0,0,0,0,SALINAS,-121.7010693,36.6480154,"c(-121.7010693, 36.6480154)",Other Unincorporated
168,2013,1/26/13,2013-01-26T22:44:00Z,Saturday,101,NORTH MAIN ST,N,N,101,H,3,0,2,A,1,E,I,A,H,D,N,N,N,N,Y,0,2,0,0,0,0,0,0,0,SALINAS,-121.6560223,36.6888595,"c(-121.6560223, 36.6888595)",Salinas
169,2013,1/22/13,2013-01-22T14:16:00Z,Tuesday,1,MUNRAS AV,N,N,1,H,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,MONTEREY,-121.8996225,36.5819486,"c(-121.8996225, 36.5819486)",Monterey
170,2013,1/16/13,2013-01-16T10:35:00Z,Wednesday,DESMOND RD,PARADISE RD,E,N,NA,NA,4,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.7001164,36.8023594,"c(-121.7001164, 36.8023594)",Other Unincorporated
171,2013,1/16/13,2013-01-16T15:50:00Z,Wednesday,156,MERIDIAN RD,W,N,156,H,2,0,2,A,3,C,C,A,H,A,N,N,N,N,N,1,0,1,0,0,0,0,0,0,SALINAS,-121.6835786,36.7867598,"c(-121.6835786, 36.7867598)",Other Unincorporated
172,2013,1/29/13,2013-01-29T16:25:00Z,Tuesday,1,JULIA PFIEFFER BURNS STATE PARK,N,N,1,H,4,0,1,A,8,E,I,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,BIG SUR,-121.6846029,36.1697849,"c(-121.6846029, 36.1697849)",Big Sur
173,2013,1/26/13,2013-01-26T04:10:00Z,Saturday,1,FREMONT BL,S,N,1,H,4,0,1,A,1,E,I,A,H,D,N,N,N,N,Y,0,0,1,0,0,0,0,0,0,SAND CITY,-121.8459559,36.6215883,"c(-121.8459559, 36.6215883)",Sand City
174,2013,1/24/13,2013-01-24T00:05:00Z,Thursday,SAN JUAN GRADE RD,CRAZY HORSE CANYON RD,N,N,NA,NA,4,0,1,A,8,E,I,A,H,D,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SALINAS,-121.581727,36.8119221,"c(-121.581727, 36.8119221)",Other Unincorporated
175,2013,2/11/13,2013-02-11T17:20:00Z,Monday,CACHAGUA RD,CARMEL VALLEY RD,S,N,NA,NA,4,0,2,A,8,A,C,A,H,B,N,N,N,N,Y,0,0,2,0,0,0,0,0,0,CARMEL VALLEY,-121.5900686,36.3927244,"c(-121.5900686, 36.3927244)",Carmel Valley
176,2013,2/12/13,2013-02-12T11:42:00Z,Tuesday,MORO RD,TUSTIN RD,E,N,NA,NA,3,0,1,A,8,F,A,A,H,A,N,N,N,N,N,0,1,0,0,0,0,0,0,0,SALINAS,-121.6464328,36.8099063,"c(-121.6464328, 36.8099063)",Other Unincorporated
177,2013,1/31/13,2013-01-31T07:50:00Z,Thursday,1,FREMONT BL,N,N,1,H,4,0,1,A,3,C,C,A,H,A,N,N,N,N,N,0,0,1,0,0,0,0,0,0,SAND CITY,-121.8431129,36.6238349,"c(-121.8431129, 36.6238349)",Sand City
178,2013,2/12/13,2013-02-12T16:22:00Z,Tuesday,BENI,MONTEZUMA DR,W,N,NA,NA,3,0,1,A,NA,D,G,A,H,A,N,Y,N,N,N,0,1,0,0,0,0,1,0,0,SOLEDAD,-121.3271964,36.4324833,"c(-121.3271964, 36.4324833)",Soledad
179,2013,2/3/13,2013-02-03T21:45:00Z,Sunday,MERIDIAN RD,ARCHER RD,E,N,NA,NA,3,0,1,A,1,E,J,A,H,D,N,N,N,N,Y,0,1,0,0,0,0,0,0,0,SALINAS,-121.6997208,36.7888785,"c(-121.6997208, 36.7888785)",Other Unincorporated
180,2013,2/20/13,2013-02-20T18:39:00Z,Wednesday,IMJIN PW,PRESTON AV,N,N,NA,NA,3,0,1,A,11,G,B,D,H,C,Y,N,N,N,N,0,1,0,0,1,0,0,0,0,MARINA,-121.7701795,36.6683793,"c(-121.7701795, 36.6683793)",Marina
181,2013,2/26/13,2013-02-26T20:16:00Z,Tuesday,CENTRAL AV,LINCOLN AV,NA,Y,NA,NA,3,0,3,A,9,A,C,A,H,C,N,N,N,N,N,0,1,2,0,0,0,0,0,0,SALINAS,-121.6575429,36.6765249,"c(-121.6575429, 36.6765249)",Salinas
